ID,name,latitude,longitude
712,Ригла,55.7573509,37.6328775
713,Трика,55.7590773,37.6426999
714,Горздрав,55.7451482,37.8172477
715,Горздрав,55.8023576,37.7940188
716,Горздрав,55.8200859,37.4961151
717,Тэя,55.7411559,37.4318632
718,"36,6",55.7435125,37.4270184
723,Ригла,55.7662264,37.5905692
724,Горздрав,55.8172838,37.5000907
726,Самсон-Фарма,55.6879771,37.5324518
727,Горздрав,55.7204296,37.4009037
728,Аптеки столицы,55.8822098,37.5413697
729,Здравсити,55.7130607,37.7954769
730,Горздрав,55.804194,37.5341115
731,BIT,55.7918352,37.5706484
732,Диалог,55.7784118,37.7215414
734,Ригла,55.7297457,37.6363339
735,A.v.e,55.7466061,37.5595971
736,Горздрав,55.7456122,37.5631765
737,Эвалар,55.7314149,37.6367338
738,Горздрав,55.7791392,37.6663074
739,Горздрав,55.7471933,37.5150124
740,Горздрав,55.8080254,37.636228
741,Солнышко,55.865755,37.5982877
742,Грибная аптека,55.8021322,37.5829673
743,Аптека-Н,55.79382,37.7130092
744,Горздрав,55.6669737,37.5242571
745,Магазин аптечных продуктов,55.7627007,37.5952152
746,"ГУП ""Столичные аптеки""",55.7406121,37.6854081
747,Экономъ,55.7454739,37.6817299
748,Горздрав,55.8570783,37.6113024
749,Горздрав,55.8546696,37.6081213
750,Горздрав,55.851221,37.6460755
751,Горздрав,55.8276803,37.5938902
752,Ригла,55.8239565,37.5290094
753,Здравница,55.8845474,37.607613
754,Капсула,55.8054899,37.64431
755,Горздрав,55.8163069,37.6413487
756,"36,6",55.6924316,37.5286267
757,Росса,55.7975163,37.6078563
758,А5,55.65073,37.469274
759,Корунд,55.7221499,37.8969902
760,"Аптека 36,6",55.6771213,37.4882537
761,Виледен,55.7233887,37.9063025
762,Горздрав,55.8493683,37.441356
763,Горздрав,55.7457899,37.6778644
764,Столичные аптеки,55.7354852,37.6697021
767,Эвалар,55.7282695,37.6117405
768,Добрый лекарь,57.176394,65.5452956
769,Фармленд,57.1775993,65.5478854
770,Панацея,57.1880185,65.5597144
772,Самсон Фарма,55.8152604,37.5694804
773,Аптеки столицы,55.8307512,37.5719694
775,A.v.e,55.7074955,37.8103112
776,Будь здоров,55.8104638,37.6339404
777,Московская аптека,55.816501,37.6206746
778,Городская аптека,55.8136261,37.7347845
780,Сто лет,55.7930035,37.8195736
781,Столички,55.7304721,37.4168954
782,"36,6",55.6930838,37.5340151
783,Озерки,55.6859268,37.5725535
785,Ваша № 1,55.6785367,37.5642625
786,Ригла,55.7312788,37.608831
790,Горздрав,55.7051364,37.7719056
791,ИФК,55.8736776,37.638026
792,Будь здоров,55.8172679,37.8264594
793,"36,6",55.7450017,37.6001072
797,Эдем,55.7563456,37.6022874
799,Organic,55.7825694,37.7067992
801,Ригла,55.7387089,37.5264157
802,"36,6",55.7427282,37.5410649
804,Группа Торро,55.7466812,37.5458871
805,A.V.E.,55.7492285,37.5430927
807,"36,6",55.7274387,37.5613084
808,Ригла,55.7445695,37.6277197
809,Столички,55.7422786,37.6282844
810,"36,6",55.7392932,37.5875163
811,Alphega,55.8700215,37.6329375
813,Советская аптека,55.7353402,37.4611726
814,АСНА,55.6332606,37.5213924
815,Горздрав,55.7545523,37.59994
816,Горздрав,55.6608859,37.5932997
817,A.v.e,55.8508405,37.4447783
818,Доктор Столетов,55.7691838,37.5977495
819,"36,6",55.7624907,37.6079054
821,Ригла,55.711138,37.8544379
822,Столички,55.7489145,37.7771119
823,Таблетка,55.7582393,37.4089586
824,Хорошие цены,55.79052,37.4985784
825,Аптека № 60,55.6337604,37.526349
826,НИКА,55.6364304,37.51465
828,Самсон-фарма,55.7542713,37.5843918
829,Столички,55.7467992,37.4956541
830,Горздрав,55.7497657,37.5427848
835,Горздрав,55.8622915,37.4352281
836,Горздрав,55.75312,37.7112334
837,Горздрав,55.7974672,37.4900871
841,B12,55.7296388,37.4294332
842,Горздрав,55.7334106,37.4252231
843,Эконом,57.0962163,65.6417395
846,Горздрав,55.6393006,37.6081816
847,Олимп,55.6763829,37.4977478
848,Будь здоров!,55.9032393,37.5724578
851,Будь здоров!,55.6380857,37.5338192
852,Фармленд,55.7073841,37.4628111
855,Неофарм,55.8043509,37.6370744
857,Ригла,55.5423834,37.572449
858,Горздрав,55.6635042,37.4849808
859,Фармленд,55.6639232,37.4858823
860,Планета здоровья,55.8700598,37.6657998
861,Аптеки Столицы,55.7529228,37.5916156
862,АСНА,55.6235001,37.6108857
863,Неофарм,55.7231333,37.6487374
865,Озерки,55.6215474,37.6058229
866,Элион,55.8587792,37.4244923
867,Горздрав,55.7583543,37.6386106
869,АРДА,55.6126861,37.6977663
870,Горздрав,55.7490383,37.8005755
871,Ваша № 1,55.7936823,37.6146193
872,Столички,55.6774708,37.6571093
873,24 часа,55.7359728,37.6604585
876,Социальная,55.7183924,37.674715
877,Фармакопейка,55.0264218,73.4138964
878,Фармленд,55.6725025,37.7459362
879,Госаптека №177,54.9781771,73.3937848
880,АСНА,55.6414661,37.6101348
881,Фармариф,55.7469273,37.6798693
882,Экономия,55.7787408,37.5163396
883,Будь здоров!,55.7789001,37.5173209
884,Столички,55.7784059,37.6643498
885,Альфа,55.6536611,37.5989347
887,Лекрус,55.734548,37.7475583
888,Горздрав,55.7844405,37.6410459
892,Неофарм,55.7705724,37.4210902
893,Горздрав,55.7069439,37.402921
894,ФармаТ,55.8547714,37.4472833
895,Будь здоров!,55.6253274,37.7151635
896,Горздрав,55.7439342,37.678198
899,Аптеки столицы,55.7648126,37.6163552
900,Вита Экспресс,55.7455382,37.6796579
901,А+а,55.7657635,37.700036
902,Ригла,55.7651397,37.620406
904,Горздрав,55.8269089,37.4448812
905,А5,55.6535354,37.6471149
906,Горздрав,55.6092087,37.5375348
907,Столички,55.7591312,37.5211907
910,Аптека № 6/162,55.7083421,37.6443662
911,Горздрав,55.8287922,37.5182666
912,Будь здоров,55.8271353,37.5174349
913,МосАптека,55.832346,37.4875969
914,"36,6",55.8457013,37.4775723
915,Мос аптека,55.737936,37.4840402
917,Ригла,55.7920023,37.6610982
918,Фармакон,55.746513,37.6753132
919,А5,55.63675,37.6732235
920,77 Плюс,55.6364326,37.6570974
921,Горздрав,55.6341446,37.6590078
